heading,short number, Simapro group,Unit,Process,Total eco-cost (euro),kgCO2e,,,
"metals, non-ferro",A.100.24.128,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Nickel trade mix (84% prim 16% sec),25.90405037,12.50406391,,,
"metals, non-ferro",A.100.24.129,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Palladium, CRM (primary)",30549.04384,26729.32331,,,
"metals, non-ferro",A.100.24.130,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Palladium, CRM (secondary)",46.12683311,309.6593835,,,
"metals, non-ferro",A.100.24.131,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Palladium, CRM, trade mix (67% prim 33% sec)",20483.08111,18010.83459,,,
"metals, non-ferro",A.100.24.132,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Platinum, CRM (primary)",24106.53538,37556.39098,,,
"metals, non-ferro",A.100.24.133,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Platinum, CRM (secondary)",162.8811065,1093.456015,,,
"metals, non-ferro",A.100.24.134,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Platinum, CRM, trade mix (75% prim 25% sec)",18120.62182,28440.65714,,,
"metals, non-ferro",A.100.24.135,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Rhodium, CRM (primary)",19590.24329,39360.90226,,,
"metals, non-ferro",A.100.24.136,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Rhodium, CRM (secondary)",459.8995909,3087.405188,,,
"metals, non-ferro",A.100.24.137,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Rhodium, CRM, trade mix (64% prim 36% sec)",12703.31957,26302.44361,,,
"metals, non-ferro",A.100.24.138,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Silicon (metallurgical) for steel,2.078847317,6.15575218,,,
"metals, non-ferro",A.100.24.139,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Silver (primary),717.5348043,139.5101504,,,
"metals, non-ferro",A.100.24.140,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Silver (secondary),3.341963053,16.21123609,,,
"metals, non-ferro",A.100.24.141,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Silver trade mix (81% prim 19% sec),581.838165,116.0833534,,,
"metals, non-ferro",A.100.24.142,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Tantalum (EoL-RIR = 87%),634.4522606,228.541985,,,
"metals, non-ferro",A.100.24.143,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Tellurium (EoL-RIR = 1%),125.2858066,50.2306985,,,
"metals, non-ferro",A.100.24.144,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Tin (virgin),28.50519661,18.91240602,,,
"metals, non-ferro",A.100.24.145,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Titanium (primary),21.3562401,33.33766466,,,
"metals, non-ferro",A.100.24.146,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Titanium (secondary),3.740480378,21.63817218,,,
"metals, non-ferro",A.100.24.147,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Titanium trade mix (99% prim, 1% sec)",21.18008309,33.22066992,,,
"metals, non-ferro",A.100.24.148,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Tungsten, CRM (EoL-RIR=42%)",25.63095137,1.89932015,,,
"metals, non-ferro",A.100.24.149,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Vanadium (primary),35.35900005,19.42012331,,,
"metals, non-ferro",A.100.24.150,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Vanadium trade mix (99% prim 1% sec),35.00541048,19.22592256,,,
"metals, non-ferro",A.100.24.151,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Zinc (primary),2.690470809,3.715558496,,,
"metals, non-ferro",A.100.24.152,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Zinc (secondary),0.162897926,1.051379173,,,
"metals, non-ferro",A.100.24.153,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Zinc trade mix (86% prim 14% sec),2.336610569,3.342573383,,,
"metals, non-ferro",A.100.24.154,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Tungsten (primary),44.08005848,3.236842105,,,
"metals, non-ferro",A.100.24.155,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Tungsten (secondary),0.007191759,0.041650708,,,
"metals, non-ferro",A.100.25.101,"Materials, metals, particular metals    ",kg ,Arsenic (as co-product of Copper),2.368372987,4.801210075,,,
"metals, non-ferro",A.100.25.102,"Materials, metals, particular metals    ",kg ,Barium,0.885450857,3.425232406,,,
"metals, non-ferro",A.100.25.103,"Materials, metals, particular metals    ",kg ,Berylium,376.2566486,631.5323835,,,
"metals, non-ferro",A.100.25.104,"Materials, metals, particular metals    ",kg ,Bismuth (as co-product of Lead),26.17092958,2.133666617,,,
"metals, non-ferro",A.100.25.105,"Materials, metals, particular metals    ",kg ,Boron,11.17041039,56.60176241,,,
"metals, non-ferro",A.100.25.107,"Materials, metals, particular metals    ",kg ,Hafnium,344.048704,349.882797,,,
"metals, non-ferro",A.100.25.108,"Materials, metals, particular metals    ",kg ,Niobium,40.36828861,0.203007519,,,
"metals, non-ferro",A.100.25.109,"Materials, metals, particular metals    ",kg ,Rhenium,5925.185473,901.064812,,,
"metals, non-ferro",A.100.25.110,"Materials, metals, particular metals    ",kg ,Strontium,1.488338926,5.432919774,,,
"metals, non-ferro",A.100.25.111,"Materials, metals, particular metals    ",kg ,Thallium,3375.077554,374.2263158,,,
"metals, non-ferro",A.100.25.112,"Materials, metals, particular metals    ",kg ,Thorium,153.7701603,125.4912932,,,
"metals, non-ferro",A.100.26.101,"Materials, metals, rare earth    ",kg ,Cerium,118.6112824,29.27423534,,,
"metals, non-ferro",A.100.26.102,"Materials, metals, rare earth    ",kg ,Dysprosium,1306.86717,136.6311128,,,
"metals, non-ferro",A.100.26.103,"Materials, metals, rare earth    ",kg ,Erbium,214.0139141,111.4395489,,,
"metals, non-ferro",A.100.26.104,"Materials, metals, rare earth    ",kg ,Eutropium,1749.62884,904.0407519,,,
"metals, non-ferro",A.100.26.105,"Materials, metals, rare earth    ",kg ,Gadolinium,67.03749653,106.7744511,,,
"metals, non-ferro",A.100.26.106,"Materials, metals, rare earth    ",kg ,Lanthanum,119.610711,25.25175639,,,
"metals, non-ferro",A.100.26.107,"Materials, metals, rare earth    ",kg ,"Mischmetal: Cerium 67%, lanthanum 20%, Neodimium 11%, rest 2%",130.096934,29.97730376,,,
"metals, non-ferro",A.100.26.108,"Materials, metals, rare earth    ",kg ,Neodymium,222.6824424,40.29671654,,,
"metals, non-ferro",A.100.26.109,"Materials, metals, rare earth    ",kg ,Praseodymium,110.5081187,44.0288,,,
"metals, non-ferro",A.100.26.110,"Materials, metals, rare earth    ",kg ,Samarium,146.8753478,135.4648346,,,
"metals, non-ferro",A.100.26.111,"Materials, metals, rare earth    ",kg ,Scandium,3540.312877,10.00386391,,,
"metals, non-ferro",A.100.26.112,"Materials, metals, rare earth    ",kg ,Terbium,1577.797496,678.9494511,,,
"metals, non-ferro",A.100.26.113,"Materials, metals, rare earth    ",kg ,Ytterbium,125.3513902,285.9144436,,,
"metals, non-ferro",A.100.26.114,"Materials, metals, rare earth    ",kg ,Yttrium,116.1734418,34.58196466,,,
"metals, non-ferro",A.100.28.100,"Materials, metals, non ferro, aluminiums ",kg ,Al99,2.29904551,7.669262406,,,
"metals, non-ferro",A.100.28.101,"Materials, metals, non ferro, aluminiums ",kg ,AlCuMg1 (2017),2.416562529,7.928080451,,,
"metals, non-ferro",A.100.28.102,"Materials, metals, non ferro, aluminiums ",kg ,AlCuMg2 (2024),2.441720953,8.094144361,,,
"metals, non-ferro",A.100.28.103,"Materials, metals, non ferro, aluminiums ",kg ,AlCuMgPb (2011),2.513765779,8.064521053,,,
"metals, non-ferro",A.100.28.104,"Materials, metals, non ferro, aluminiums ",kg ,AlCuSiMg (2036),2.386443427,7.877818045,,,
"metals, non-ferro",A.100.28.105,"Materials, metals, non ferro, aluminiums ",kg ,AlMg1 (5005),2.37002419,8.21526391,,,
"metals, non-ferro",A.100.28.106,"Materials, metals, non ferro, aluminiums ",kg ,AlMg3 (5754a),2.345038554,8.419880451,,,
"metals, non-ferro",A.100.28.107,"Materials, metals, non ferro, aluminiums ",kg ,AlMg4.5Mn (5182),2.434324433,8.900966165,,,
"metals, non-ferro",A.100.28.108,"Materials, metals, non ferro, aluminiums ",kg ,AlMgSi0.5 (6060 and 6063),2.354940181,8.09467218,,,
"metals, non-ferro",A.100.28.109,"Materials, metals, non ferro, aluminiums ",kg ,AlMgSi0.7 (6005),2.360622551,8.124099248,,,
"metals, non-ferro",A.100.28.110,"Materials, metals, non ferro, aluminiums ",kg ,AlMn1 (3003),2.339181214,7.965623308,,,
"metals, non-ferro",A.100.28.111,"Materials, metals, non ferro, aluminiums ",kg ,AlMn1.2Mg1 (3004),2.356593437,8.157406015,,,
"metals, non-ferro",A.100.28.112,"Materials, metals, non ferro, aluminiums ",kg ,AlSiMgMn (6009),2.355264863,8.098759398,,,
"metals, non-ferro",A.100.28.113,"Materials, metals, non ferro, aluminiums ",kg ,AlZnCuMg (7075),2.418914219,8.176556391,,,
"metals, non-ferro",A.100.28.114,"Materials, metals, non ferro, aluminiums ",kg ,G-AlCu4TiMg (204),2.419369692,7.833832331,,,
"metals, non-ferro",A.100.28.115,"Materials, metals, non ferro, aluminiums ",kg ,G-AlMg3 (242),2.398535434,8.567118797,,,
"metals, non-ferro",A.100.28.116,"Materials, metals, non ferro, aluminiums ",kg ,G-AlMg5 (314),2.481795688,8.834804511,,,
"metals, non-ferro",A.100.28.117,"Materials, metals, non ferro, aluminiums ",kg ,G-AlSi12 (230),2.320232528,7.7733,,,
"metals, non-ferro",A.100.28.118,"Materials, metals, non ferro, aluminiums ",kg ,G-AlSi12Cu (231),2.325606665,7.781381955,,,
"metals, non-ferro",A.100.28.119,"Materials, metals, non ferro, aluminiums ",kg ,G-AlSi7Mg (Thixo),2.336435534,7.943741353,,,
"metals, non-ferro",A.100.28.120,"Materials, metals, non ferro, aluminiums ",kg ,G-AlSi8Cu3 (380),2.36295682,7.677354135,,,
"metals, non-ferro",A.100.30.098,"Materials, metals, non ferro, coppers ",kg ,Copper (European Copper Instituut),5.145593191,3.605018797,,,
"metals, non-ferro",A.100.30.099,"Materials, metals, non ferro, coppers ",kg ,"Copper (US), study Thinkstep, tubes",5.595259522,4.66555015,,,
"metals, non-ferro",A.100.30.100,"Materials, metals, non ferro, coppers ",kg ,Cu-E,3.857835891,3.285091128,,,
"metals, non-ferro",A.100.30.101,"Materials, metals, non ferro, coppers ",kg ,CuAg-E,4.468417725,3.594137368,,,
"metals, non-ferro",A.100.30.102,"Materials, metals, non ferro, coppers ",kg ,CuAl5,3.963825769,3.790748421,,,
"metals, non-ferro",A.100.30.103,"Materials, metals, non ferro, coppers ",kg ,CuNi10Fe,6.020872513,4.363794887,,,
"metals, non-ferro",A.100.30.104,"Materials, metals, non ferro, coppers ",kg ,CuNi18Zn,7.550653091,5.148965564,,,
"metals, non-ferro",A.100.30.105,"Materials, metals, non ferro, coppers ",kg ,CuNi44Mn,13.54204693,7.518851128,,,
"metals, non-ferro",A.100.30.106,"Materials, metals, non ferro, coppers ",kg ,CuSn6.7P,5.534094939,4.521798947,,,
"metals, non-ferro",A.100.30.107,"Materials, metals, non ferro, coppers ",kg ,CuSn8,5.858368396,4.728239173,,,
