name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text
廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠),0.3,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,惠民實業股份有限公司,1,廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠) m3 台灣 環保署
廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,中欣行股份有限公司,1,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠) m3 台灣 環保署
廢(污)水處理服務(羅東地區水資源回收中心),0.34,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,山林水環境工程股份有限公司,1,廢(污)水處理服務(羅東地區水資源回收中心) m3 台灣 環保署
郵局郵件遞送服務,0.205,g,公克(g),Taiwan EPA,TW,Taiwan Local,2020,中華郵政股份有限公司,1,郵局郵件遞送服務 g 台灣 環保署
多孔隙瀝青混凝土(混和料比例3.3％),0.134,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,多孔隙瀝青混凝土(混和料比例3.3％) kg 台灣 環保署
粗級配瀝青混凝土(混和料比例2.9％),0.129,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,粗級配瀝青混凝土(混和料比例2.9％) kg 台灣 環保署
密級配瀝青混凝土(混和料比例2.9％),0.129,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,密級配瀝青混凝土(混和料比例2.9％) kg 台灣 環保署
早強預拌混凝土(420 kgf/cm2),370.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,早強預拌混凝土(420 kgf/cm2) m3 台灣 環保署
預力梁用預拌混凝土(350 kgf/cm2),407.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預力梁用預拌混凝土(350 kgf/cm2) m3 台灣 環保署
自充填預拌混凝土(350 kgf/cm2),375.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,自充填預拌混凝土(350 kgf/cm2) m3 台灣 環保署
預拌混凝土(280 kgf/cm2),338.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(280 kgf/cm2) m3 台灣 環保署
預拌混凝土(245 kgf/cm2),252.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(245 kgf/cm2) m3 台灣 環保署
預拌水中混凝土(210 kgf/cm2),346.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預拌水中混凝土(210 kgf/cm2) m3 台灣 環保署
預拌混凝土(210 kgf/cm2),238.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(210 kgf/cm2) m3 台灣 環保署
預拌混凝土(175 kgf/cm2),224.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(175 kgf/cm2) m3 台灣 環保署
預拌混凝土(140 kgf/cm2),200.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(140 kgf/cm2) m3 台灣 環保署
鋼筋混凝土用鋼筋(SD420W),0.834,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,鋼筋混凝土用鋼筋(SD420W) kg 台灣 環保署
鋼筋混凝土用鋼筋(SD280W),0.835,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,鋼筋混凝土用鋼筋(SD280W) kg 台灣 環保署
卜特蘭水泥(Ⅱ型),0.981,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,公路總局西部濱海公路南區臨時工程處,1,卜特蘭水泥(Ⅱ型) kg 台灣 環保署
黑咖啡,0.304,杯,杯,Taiwan EPA,TW,Taiwan Local,2020,環境部,1,黑咖啡 杯 台灣 環保署
包裝飲用水(1460ml，PET包裝),0.253,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2020,泰山企業股份有限公司,1,包裝飲用水(1460ml，PET包裝) 瓶 台灣 環保署
包裝飲用水(600ml，PET包裝),0.121,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2020,泰山企業股份有限公司,1,包裝飲用水(600ml，PET包裝) 瓶 台灣 環保署
再生高壓透水混凝土地磚(30cm*30cm*6cm),2.65,片,片,Taiwan EPA,TW,Taiwan Local,2020,健源有限公司,1,再生高壓透水混凝土地磚(30cm*30cm*6cm) 片 台灣 環保署
再生高壓透水混凝土地磚(20cm*20cm*6cm),1.18,片,片,Taiwan EPA,TW,Taiwan Local,2020,健源有限公司,1,再生高壓透水混凝土地磚(20cm*20cm*6cm) 片 台灣 環保署
再生高壓透水混凝土地磚(20cm*10cm*6cm),0.59,片,片,Taiwan EPA,TW,Taiwan Local,2020,健源有限公司,1,再生高壓透水混凝土地磚(20cm*10cm*6cm) 片 台灣 環保署
高壓透水混凝土地磚(30cm*30cm*6cm),2.38,片,片,Taiwan EPA,TW,Taiwan Local,2020,健源有限公司,1,高壓透水混凝土地磚(30cm*30cm*6cm) 片 台灣 環保署
高壓透水混凝土地磚(20cm*20cm*6cm),1.06,片,片,Taiwan EPA,TW,Taiwan Local,2020,健源有限公司,1,高壓透水混凝土地磚(20cm*20cm*6cm) 片 台灣 環保署
高壓透水混凝土地磚(20cm*10cm*6cm),0.53,片,片,Taiwan EPA,TW,Taiwan Local,2020,健源有限公司,1,高壓透水混凝土地磚(20cm*10cm*6cm) 片 台灣 環保署
多結晶矽電池太陽光電模組(72片6吋),336.0,片,片,Taiwan EPA,TW,Taiwan Local,2020,經濟部標準檢驗局,1,多結晶矽電池太陽光電模組(72片6吋) 片 台灣 環保署
單結晶矽電池太陽光電模組(72片6吋),465.0,片,片,Taiwan EPA,TW,Taiwan Local,2020,經濟部標準檢驗局,1,單結晶矽電池太陽光電模組(72片6吋) 片 台灣 環保署
優格,4.33,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,衛生福利部食品藥物管理署,1,優格 kg 台灣 環保署
麥芽調味乳,3.31,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,衛生福利部食品藥物管理署,1,麥芽調味乳 l 台灣 環保署
溫度米(台梗16號),3.0,包,包,Taiwan EPA,TW,Taiwan Local,2020,環境部,1,溫度米(台梗16號) 包 台灣 環保署
廢棄物焚化處理服務(岡山垃圾焚化廠),360.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,廢棄物焚化處理服務(岡山垃圾焚化廠) mt 台灣 環保署
海苔,0.075,包,包,Taiwan EPA,TW,Taiwan Local,2020,環境部,1,海苔 包 台灣 環保署
精華霜,0.55,罐,罐,Taiwan EPA,TW,Taiwan Local,2020,環境部,1,精華霜 罐 台灣 環保署
聚酯棉,4.45,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,聚酯棉 kg 台灣 環保署
聚酯粒,4.09,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,聚酯粒 kg 台灣 環保署
聚丙烯腈棉,4.36,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,聚丙烯腈棉 kg 台灣 環保署
發泡聚苯乙烯,2.31,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,發泡聚苯乙烯 kg 台灣 環保署
氯氣,1.36,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,氯氣 kg 台灣 環保署
耐衝擊聚苯乙烯(HIPS),2.55,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,耐衝擊聚苯乙烯(HIPS) kg 台灣 環保署
廢溶劑蒸餾回收處理服務,0.212,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,廢溶劑蒸餾回收處理服務 kg 台灣 環保署
有害事業廢棄物固化處理服務,130.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,有害事業廢棄物固化處理服務 mt 台灣 環保署
甲基丙烯酸甲酯,3.99,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,甲基丙烯酸甲酯 kg 台灣 環保署
線性低密度聚乙烯(LLDPE),2.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,線性低密度聚乙烯(LLDPE) kg 台灣 環保署
潤滑油(未燃燒，2018),1.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,潤滑油(未燃燒，2018) kg 台灣 環保署
煤油(未燃燒，2018),0.403,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,煤油(未燃燒，2018) l 台灣 環保署
煤油使用(2018),2.97,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,煤油使用(2018) l 台灣 環保署
液化石油氣(未燃燒，2018),0.491,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,液化石油氣(未燃燒，2018) l 台灣 環保署
液化石油氣(於固定源使用，2018),2.25,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,液化石油氣(於固定源使用，2018) l 台灣 環保署
天然氣(未燃燒，2018),0.469,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,天然氣(未燃燒，2018) m3 台灣 環保署
天然氣(於固定源使用，2018),2.58,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,天然氣(於固定源使用，2018) m3 台灣 環保署
車用汽油(於移動源使用，2018),3.01,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,車用汽油(於移動源使用，2018) l 台灣 環保署
車用汽油(於固定源使用，2018),2.92,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,車用汽油(於固定源使用，2018) l 台灣 環保署
車用汽油(未燃燒，2018),0.65,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,車用汽油(未燃燒，2018) l 台灣 環保署
柴油（於捕撈移動源使用，2018）,3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,柴油（於捕撈移動源使用，2018） l 台灣 環保署
柴油（於水路運輸移動源使用，2018）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,柴油（於水路運輸移動源使用，2018） l 台灣 環保署
柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2018） l 台灣 環保署
柴油(於公路運輸移動源使用，2018),3.37,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,柴油(於公路運輸移動源使用，2018) l 台灣 環保署
柴油(於固定源使用，2018),3.34,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,柴油(於固定源使用，2018) l 台灣 環保署
柴油(未燃燒，2018),0.724,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,柴油(未燃燒，2018) l 台灣 環保署
燃料油未燃燒(蒸餘油/重油未燃燒，2018),0.822,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,燃料油未燃燒(蒸餘油/重油未燃燒，2018) l 台灣 環保署
燃料油使用(蒸餘油/重油使用，2018),3.94,l,公升(L),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,燃料油使用(蒸餘油/重油使用，2018) l 台灣 環保署
電力間接碳足跡(2018),0.109,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,電力間接碳足跡(2018) kwh 台灣 環保署
電力碳足跡(2018),0.642,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2020,環境部,1,電力碳足跡(2018) kwh 台灣 環保署
瓶裝水（1500ml，PET包裝）,0.27,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,名牌食品股份有限公司,1,瓶裝水（1500ml，PET包裝） 瓶 台灣 環保署
瓶裝水（600ml，PET包裝）,0.14,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,名牌食品股份有限公司,1,瓶裝水（600ml，PET包裝） 瓶 台灣 環保署
瓶裝水（330ml，PET包裝）,0.15,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,名牌食品股份有限公司,1,瓶裝水（330ml，PET包裝） 瓶 台灣 環保署
烤酥油（18L）,30.0,桶,桶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,烤酥油（18L） 桶 台灣 環保署
烤酥油（2L）,3.4,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,烤酥油（2L） 瓶 台灣 環保署
大豆沙拉油（19.56L）,32.0,桶,桶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（19.56L） 桶 台灣 環保署
大豆沙拉油（18L）,30.0,桶,桶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（18L） 桶 台灣 環保署
大豆沙拉油（3L）,5.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（3L） 瓶 台灣 環保署
大豆沙拉油（2.6L）,4.5,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（2.6L） 瓶 台灣 環保署
大豆沙拉油（2L）,3.4,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（2L） 瓶 台灣 環保署
大豆沙拉油（1L）,1.7,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（1L） 瓶 台灣 環保署
大豆沙拉油（0.6L）,1.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,環境部、台灣糖業股份有限公司小港廠,1,大豆沙拉油（0.6L） 瓶 台灣 環保署
鮮蛋,0.105,顆,顆,Taiwan EPA,TW,Taiwan Local,2019,石安牧場,1,鮮蛋 顆 台灣 環保署
茶葉蛋,2.4,包,包,Taiwan EPA,TW,Taiwan Local,2019,金嘉隆企業有限公司,1,茶葉蛋 包 台灣 環保署
百貨零售服務,0.035,每平方米‧每小時,每平方米‧每小時,Taiwan EPA,TW,Taiwan Local,2019,太平洋崇光百貨股份有限公司,1,百貨零售服務 每平方米‧每小時 台灣 環保署
良質米（高雄139號品種）,6.0,包,包,Taiwan EPA,TW,Taiwan Local,2019,東里碾米工廠,1,良質米（高雄139號品種） 包 台灣 環保署
素火腿,1.8,條,條,Taiwan EPA,TW,Taiwan Local,2019,儒慧實業有限公司,1,素火腿 條 台灣 環保署
猴頭菇素火腿,2.0,條,條,Taiwan EPA,TW,Taiwan Local,2019,儒慧實業有限公司,1,猴頭菇素火腿 條 台灣 環保署
煙燻素火腿,1.9,條,條,Taiwan EPA,TW,Taiwan Local,2019,儒慧實業有限公司,1,煙燻素火腿 條 台灣 環保署
洗手乳（1000ml）,1.6,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,歐萊德國際股份有限公司,1,洗手乳（1000ml） 瓶 台灣 環保署
洗髮精（1000ml）,21.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2019,歐萊德國際股份有限公司,1,洗髮精（1000ml） 瓶 台灣 環保署
住宿服務（二人房）,30.0,每房-每天,每房-每天,Taiwan EPA,TW,Taiwan Local,2019,環境部、國泰商旅股份有限公司民生分公司,1,住宿服務（二人房） 每房-每天 台灣 環保署
棉花(未粗疏或精梳),1.47,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,財團法人工業技術研究院,1,棉花(未粗疏或精梳) kg 台灣 環保署
密級配瀝青混凝土(1”/2),0.0936,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局蘇花公路改善工程處,1,密級配瀝青混凝土(1”/2) kg 台灣 環保署
蔭豆豉,1.57,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,衛生福利部食品藥物管理署,1,蔭豆豉 kg 台灣 環保署
蔭油膏,1.01,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,衛生福利部食品藥物管理署,1,蔭油膏 kg 台灣 環保署
凝乳塊(未發酵),12.4,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,衛生福利部食品藥物管理署,1,凝乳塊(未發酵) kg 台灣 環保署
瑪琪琳,3.07,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,衛生福利部食品藥物管理署,1,瑪琪琳 kg 台灣 環保署
食用烤酥油,3.75,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,衛生福利部食品藥物管理署,1,食用烤酥油 kg 台灣 環保署
芝麻醬,1.96,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,社團法人臺灣環境管理協會,1,芝麻醬 kg 台灣 環保署
PP再生塑膠粒,0.524,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,宏盛環保科技股份有限公司,1,PP再生塑膠粒 kg 台灣 環保署
HIPS再生塑膠粒,0.531,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,宏盛環保科技股份有限公司,1,HIPS再生塑膠粒 kg 台灣 環保署
ABS再生塑膠粒,0.57,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,宏盛環保科技股份有限公司,1,ABS再生塑膠粒 kg 台灣 環保署
臺灣自來水(2017),0.299,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,臺灣自來水(2017) m3 台灣 環保署
潤滑油(未燃燒，2017),1.05,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,潤滑油(未燃燒，2017) kg 台灣 環保署
煤油使用(2017),2.98,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,煤油使用(2017) l 台灣 環保署
液化石油氣(於固定源使用，2017),2.25,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,液化石油氣(於固定源使用，2017) l 台灣 環保署
天然氣(於固定源使用，2017),2.6,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,天然氣(於固定源使用，2017) m3 台灣 環保署
車用汽油(於移動源使用，2017),3.02,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,車用汽油(於移動源使用，2017) l 台灣 環保署
多結晶矽電池太陽光電模組(60片6吋),320.0,片,片,Taiwan EPA,TW,Taiwan Local,2019,經濟部標準檢驗局,1,多結晶矽電池太陽光電模組(60片6吋) 片 台灣 環保署
單結晶矽電池太陽光電模組(60片6吋),418.0,片,片,Taiwan EPA,TW,Taiwan Local,2019,經濟部標準檢驗局,1,單結晶矽電池太陽光電模組(60片6吋) 片 台灣 環保署
預力鋼腱,2.85,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預力鋼腱 kg 台灣 環保署
多孔隙瀝青混凝土,0.134,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,多孔隙瀝青混凝土 kg 台灣 環保署
密級配瀝青混凝土(混和料比例1.9％),0.0968,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,密級配瀝青混凝土(混和料比例1.9％) kg 台灣 環保署
密級配瀝青混凝土(混和料比例1.4％),0.0924,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,密級配瀝青混凝土(混和料比例1.4％) kg 台灣 環保署
密級配瀝青混凝土(混和料比例0％),0.077,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,密級配瀝青混凝土(混和料比例0％) kg 台灣 環保署
粗級配瀝青混凝土(混和料比例2.4％),0.101,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,粗級配瀝青混凝土(混和料比例2.4％) kg 台灣 環保署
粗級配瀝青混凝土(混和料比例1.9％),0.0968,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,粗級配瀝青混凝土(混和料比例1.9％) kg 台灣 環保署
粗級配瀝青混凝土(混和料比例0％),0.0777,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,粗級配瀝青混凝土(混和料比例0％) kg 台灣 環保署
無收縮混凝土(420kgf/cm2),493.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,無收縮混凝土(420kgf/cm2) m3 台灣 環保署
車用汽油(於固定源使用，2017),2.93,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,車用汽油(於固定源使用，2017) l 台灣 環保署
預拌混凝土(420kgf/cm2),483.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(420kgf/cm2) m3 台灣 環保署
早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率22％),464.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率22％) m3 台灣 環保署
自充填混凝土(350kgf/cm2),430.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,自充填混凝土(350kgf/cm2) m3 台灣 環保署
自充填混凝土(350kgf/cm2),393.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,自充填混凝土(350kgf/cm2) m3 台灣 環保署
自充填混凝土(350kgf/cm2),367.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,自充填混凝土(350kgf/cm2) m3 台灣 環保署
預拌混凝土(280kgf/cm2),355.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(280kgf/cm2) m3 台灣 環保署
