_name_key,_unit_key,_factor_key,duplicate_group_rows,duplicate_sources,duplicate_years,duplicate_source_depts,duplicate_group_key
2-全氟丁烯（Perfluorobut-2-ene） / CF3CF=CFCF3 溫暖化潛勢,kg,2.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,2-全氟丁烯（Perfluorobut-2-ene） / CF3CF=CFCF3 溫暖化潛勢 | kg | 2.0
3.49噸低溫貨車服務(裝載率32％，包含營業據點排放),tkm,2.71,1,Taiwan EPA,2017,交通部運輸研究所,3.49噸低溫貨車服務(裝載率32％，包含營業據點排放) | tkm | 2.71
3.49噸低溫貨車服務(裝載率32％，包含營業據點排放),延噸公里(tkm),2.71,1,MOENV CFP,2017,交通部運輸研究所,3.49噸低溫貨車服務(裝載率32％，包含營業據點排放) | 延噸公里(tkm) | 2.71
3.49噸低溫貨車服務(裝載率77％，包含營業據點排放),tkm,1.55,1,Taiwan EPA,2017,交通部運輸研究所,3.49噸低溫貨車服務(裝載率77％，包含營業據點排放) | tkm | 1.55
丙烯,kg,1.88,1,Taiwan EPA,2015,環境部,丙烯 | kg | 1.88
乙二醇,kg,1.81,1,Taiwan EPA,2022,環境部,乙二醇 | kg | 1.81
乙二醛(Glyoxal) N2O排放係數（公噸/公噸乙二醛或乙醛酸）,t,520.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,乙二醛(Glyoxal) N2O排放係數（公噸/公噸乙二醛或乙醛酸） | t | 520.0
具有減排技術的雙壓工廠- 中高壓Dual Pressure (M/H) with abatement technology N2O排放係數（公斤/公噸硝酸）,t,2.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,具有減排技術的雙壓工廠- 中高壓Dual Pressure (M/H) with abatement technology N2O排放係數（公斤/公噸硝酸） | t | 2.5
八氟環丁烷（PFC-318） / c-C4F8 溫暖化潛勢,kg,9540.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,八氟環丁烷（PFC-318） / c-C4F8 溫暖化潛勢 | kg | 9540.0
六氟乙烷（PFC-116） / C2F6 溫暖化潛勢,kg,11100.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,六氟乙烷（PFC-116） / C2F6 溫暖化潛勢 | kg | 11100.0
六氟化硫（Sulphur hexafluoride） / SF6 溫暖化潛勢,kg,23500.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,六氟化硫（Sulphur hexafluoride） / SF6 溫暖化潛勢 | kg | 23500.0
其他初級固體生質 / Other Primary Solid Biomass 固定燃燒排放係數,tj,101900.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他初級固體生質 / Other Primary Solid Biomass 固定燃燒排放係數 | tj | 101900.0
其他氣體生質燃料 / Other Biogas 固定燃燒排放係數,tj,54654.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他氣體生質燃料 / Other Biogas 固定燃燒排放係數 | tj | 54654.5
其他油品 / 煉油氣 / Other Oil / Refinery Gas 固定燃燒排放係數,tj,57654.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他油品 / 煉油氣 / Other Oil / Refinery Gas 固定燃燒排放係數 | tj | 57654.5
其他液體生質燃料 / Other Liquid Biofuels 固定燃燒排放係數,tj,79843.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他液體生質燃料 / Other Liquid Biofuels 固定燃燒排放係數 | tj | 79843.0
其他煙煤 / Other Bituminous Coal 固定燃燒排放係數,tj,95025.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他煙煤 / Other Bituminous Coal 固定燃燒排放係數 | tj | 95025.5
其他煤油 / Other Kerosene 固定燃燒排放係數,tj,72143.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他煤油 / Other Kerosene 固定燃燒排放係數 | tj | 72143.0
其他石油產品 / Other Petroleum Products 固定燃燒排放係數,tj,73543.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他石油產品 / Other Petroleum Products 固定燃燒排放係數 | tj | 73543.0
"其他稀土金屬/合金（Nd、Pr-Nd、La 等）(Other-RE metals/alloys (Nd, Pr-Nd, La, etc)) CO2排放係數 （公噸/公噸稀土金屬）",t,35800.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"其他稀土金屬/合金（Nd、Pr-Nd、La 等）(Other-RE metals/alloys (Nd, Pr-Nd, La, etc)) CO2排放係數 （公噸/公噸稀土金屬） | t | 35800.0"
其他非石化燃料 / 都市廢棄物 - 生質部分 / Other non-fossil fuels / Municipal Wastes (biomass fraction) 固定燃燒排放係數,tj,101900.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,其他非石化燃料 / 都市廢棄物 - 生質部分 / Other non-fossil fuels / Municipal Wastes (biomass fraction) 固定燃燒排放係數 | tj | 101900.0
具有減排技術的單壓工廠Single pressure plants with abatement technology N2O排放係數（公斤/公噸硝酸）,t,2.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,具有減排技術的單壓工廠Single pressure plants with abatement technology N2O排放係數（公斤/公噸硝酸） | t | 2.5
具有減排技術的雙壓工廠- 中低壓Dual Pressure (L/M) with abatement technology N2O排放係數（公斤/公噸硝酸）,t,1.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,具有減排技術的雙壓工廠- 中低壓Dual Pressure (L/M) with abatement technology N2O排放係數（公斤/公噸硝酸） | t | 1.5
再生料-廢輪胎-再生碳黑,mt,518.0,1,Taiwan EPA,2017,環拓科技股份有限公司,再生料-廢輪胎-再生碳黑 | mt | 518.0
乙烯,kg,1.88,1,Taiwan EPA,2015,環境部,乙烯 | kg | 1.88
再生料-廢輪胎-再生碳黑,公噸(mt),518.0,1,MOENV CFP,2017,環拓科技股份有限公司,再生料-廢輪胎-再生碳黑 | 公噸(mt) | 518.0
再生料-廢輪胎-再生裂解油(未燃燒),kl,310.0,1,Taiwan EPA,2017,環拓科技股份有限公司,再生料-廢輪胎-再生裂解油(未燃燒) | kl | 310.0
再生料-廢輪胎-再生裂解油(未燃燒),公秉(kl),310.0,1,MOENV CFP,2017,環拓科技股份有限公司,再生料-廢輪胎-再生裂解油(未燃燒) | 公秉(kl) | 310.0
再生高壓透水混凝土地磚(20cm*10cm*6cm),piece,0.59,1,MOENV CFP,2020,健源有限公司,再生高壓透水混凝土地磚(20cm*10cm*6cm) | piece | 0.59
再生高壓透水混凝土地磚(20cm*10cm*6cm),片,0.59,1,Taiwan EPA,2020,健源有限公司,再生高壓透水混凝土地磚(20cm*10cm*6cm) | 片 | 0.59
再生高壓透水混凝土地磚(20cm*20cm*6cm),piece,1.18,1,MOENV CFP,2020,健源有限公司,再生高壓透水混凝土地磚(20cm*20cm*6cm) | piece | 1.18
再生高壓透水混凝土地磚(20cm*20cm*6cm),片,1.18,1,Taiwan EPA,2020,健源有限公司,再生高壓透水混凝土地磚(20cm*20cm*6cm) | 片 | 1.18
再生高壓透水混凝土地磚(30cm*30cm*6cm),piece,2.65,1,MOENV CFP,2020,健源有限公司,再生高壓透水混凝土地磚(30cm*30cm*6cm) | piece | 2.65
再生高壓透水混凝土地磚(30cm*30cm*6cm),片,2.65,1,Taiwan EPA,2020,健源有限公司,再生高壓透水混凝土地磚(30cm*30cm*6cm) | 片 | 2.65
副產品燃燒（Secondary Products Burned for Energy Recovery/Flared） CO2排放係數,t,1000.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,副產品燃燒（Secondary Products Burned for Energy Recovery/Flared） CO2排放係數 | t | 1000.0
卜特蘭水泥(Ⅱ型),kg,0.981,1,Taiwan EPA,2020,公路總局西部濱海公路南區臨時工程處,卜特蘭水泥(Ⅱ型) | kg | 0.981
卜特蘭高爐爐碴水泥(太空包裝),mt,516.86,1,Taiwan EPA,2016,中聯資源股份有限公司,卜特蘭高爐爐碴水泥(太空包裝) | mt | 516.86
卜特蘭高爐爐碴水泥(太空包裝),公噸(mt),516.86,1,MOENV CFP,2016,中聯資源股份有限公司,卜特蘭高爐爐碴水泥(太空包裝) | 公噸(mt) | 516.86
卜特蘭高爐爐碴水泥(散裝),mt,512.57,1,Taiwan EPA,2016,中聯資源股份有限公司,卜特蘭高爐爐碴水泥(散裝) | mt | 512.57
全鋁質混凝土管（管徑 800mm）,公尺(m),199.0,1,MOENV CFP,2018,內政部營建署,全鋁質混凝土管（管徑 800mm） | 公尺(m) | 199.0
全鋁質混凝土管（管徑 800mm）,m,199.0,1,Taiwan EPA,2018,內政部營建署,全鋁質混凝土管（管徑 800mm） | m | 199.0
全鋁質混凝土管（管徑 300mm）,公尺(m),94.8,1,MOENV CFP,2018,內政部營建署,全鋁質混凝土管（管徑 300mm） | 公尺(m) | 94.8
全鋁質混凝土管（管徑 300mm）,m,94.8,1,Taiwan EPA,2018,內政部營建署,全鋁質混凝土管（管徑 300mm） | m | 94.8
乙烷 / Ethane 固定燃燒排放係數,tj,61654.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,乙烷 / Ethane 固定燃燒排放係數 | tj | 61654.5
乙腈燃燒（Acetonitrile Burned for Energy Recovery/Flared） CO2排放係數,t,830.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,乙腈燃燒（Acetonitrile Burned for Energy Recovery/Flared） CO2排放係數 | t | 830.0
"乙醇, 卡車 / Ethanol, trucks, US 移動燃燒 CH4/N2O 排放係數",tj,18145.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"乙醇, 卡車 / Ethanol, trucks, US 移動燃燒 CH4/N2O 排放係數 | tj | 18145.0"
"乙醇, 汽車 / Ethanol, cars, Brazil 移動燃燒 CH4/N2O 排放係數",tj,504.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,"乙醇, 汽車 / Ethanol, cars, Brazil 移動燃燒 CH4/N2O 排放係數 | tj | 504.0"
乙醛酸(Glyoxylic acid) N2O排放係數（公噸/公噸乙二醛或乙醛酸）,t,100.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,乙醛酸(Glyoxylic acid) N2O排放係數（公噸/公噸乙二醛或乙醛酸） | t | 100.0
乙類市區公車運輸服務(包含營業據點及公車站點排放),pkm,0.0784,1,Taiwan EPA,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,乙類市區公車運輸服務(包含營業據點及公車站點排放) | pkm | 0.0784
乙類市區公車運輸服務(包含營業據點及公車站點排放),延人公里(pkm),0.0784,1,MOENV CFP,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,乙類市區公車運輸服務(包含營業據點及公車站點排放) | 延人公里(pkm) | 0.0784
事業廢棄物 / Industrial Wastes 固定燃燒排放係數,tj,144900.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,事業廢棄物 / Industrial Wastes 固定燃燒排放係數 | tj | 144900.0
二氟甲烷（HFC-32） / CH2F2 溫暖化潛勢,kg,677.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,二氟甲烷（HFC-32） / CH2F2 溫暖化潛勢 | kg | 677.0
二氧化碳（Carbon dioxide） / CO2 溫暖化潛勢,kg,1.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,二氧化碳（Carbon dioxide） / CO2 溫暖化潛勢 | kg | 1.0
亞煙煤 / Sub-Bituminous Coal 固定燃燒排放係數,tj,96525.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,亞煙煤 / Sub-Bituminous Coal 固定燃燒排放係數 | tj | 96525.5
亞硫酸鈉,kg,1.83,1,Taiwan EPA,2018,經濟部工業局,亞硫酸鈉 | kg | 1.83
亞硫酸鹽廢液 / 黑液 / Sulphite lyes (Black Liquor) 固定燃燒排放係數,tj,95914.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,亞硫酸鹽廢液 / 黑液 / Sulphite lyes (Black Liquor) 固定燃燒排放係數 | tj | 95914.0
人身保險服務,piece,8.05,1,Taiwan EPA,2020,南山人壽保險股份有限公司,人身保險服務 | piece | 8.05
人身保險服務,件,8.05,1,MOENV CFP,2020,南山人壽保險股份有限公司,人身保險服務 | 件 | 8.05
以柴油動力垃圾車清除運輸一般廢棄物,tkm,1.31,1,Taiwan EPA,2018,環境部,以柴油動力垃圾車清除運輸一般廢棄物 | tkm | 1.31
以柴油動力垃圾車清除運輸一般廢棄物,延噸公里(tkm),1.31,1,MOENV CFP,2018,環境部,以柴油動力垃圾車清除運輸一般廢棄物 | 延噸公里(tkm) | 1.31
低地板甲類市區公車運輸服務(包含營業據點及公車站點排放),pkm,0.0575,1,Taiwan EPA,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,低地板甲類市區公車運輸服務(包含營業據點及公車站點排放) | pkm | 0.0575
低地板甲類市區公車運輸服務(包含營業據點及公車站點排放),延人公里(pkm),0.0575,1,MOENV CFP,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,低地板甲類市區公車運輸服務(包含營業據點及公車站點排放) | 延人公里(pkm) | 0.0575
全氟丁烷（PFC-31-10） / C4F10 溫暖化潛勢,kg,9200.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟丁烷（PFC-31-10） / C4F10 溫暖化潛勢 | kg | 9200.0
全氟丙烷（PFC-218） / C3F8 溫暖化潛勢,kg,8900.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟丙烷（PFC-218） / C3F8 溫暖化潛勢 | kg | 8900.0
全氟己烷（PFC-51-14） / n-C6F14 溫暖化潛勢,kg,7910.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟己烷（PFC-51-14） / n-C6F14 溫暖化潛勢 | kg | 7910.0
全氟庚烷（PFC-61-16） / n-C7F16 溫暖化潛勢,kg,7820.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟庚烷（PFC-61-16） / n-C7F16 溫暖化潛勢 | kg | 7820.0
全氟戊烷（PFC-41-12） / n-C5F12 溫暖化潛勢,kg,8550.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟戊烷（PFC-41-12） / n-C5F12 溫暖化潛勢 | kg | 8550.0
全氟環戊烯（Perfluorocyclopentene） / c-C5F8 溫暖化潛勢,kg,2.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟環戊烯（Perfluorocyclopentene） / c-C5F8 溫暖化潛勢 | kg | 2.0
全氟萘烷（PFC-91-18） / C10F18 溫暖化潛勢,kg,7190.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟萘烷（PFC-91-18） / C10F18 溫暖化潛勢 | kg | 7190.0
全氟辛烷（PFC-71-18） / C8F18 溫暖化潛勢,kg,7620.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,全氟辛烷（PFC-71-18） / C8F18 溫暖化潛勢 | kg | 7620.0
"全鋁質混凝土管(管徑1,000mm)",m,569.0,1,Taiwan EPA,2017,內政部營建署,"全鋁質混凝土管(管徑1,000mm) | m | 569.0"
"全鋁質混凝土管(管徑1,000mm)",公尺(m),569.0,1,MOENV CFP,2017,內政部營建署,"全鋁質混凝土管(管徑1,000mm) | 公尺(m) | 569.0"
柴油(於固定源使用，2020),l,3.34,1,Taiwan EPA,2022,環境部,柴油(於固定源使用，2020) | l | 3.34
柴油(於固定源使用，2020),公升(l),3.34,1,MOENV CFP,2022,環境部,柴油(於固定源使用，2020) | 公升(l) | 3.34
柴油(於固定源使用，2021),l,3.29,1,Taiwan EPA,2023,環境部,柴油(於固定源使用，2021) | l | 3.29
燃料油使用(含90wt％ 生質燃料油，2015),kl,3140.0,1,Taiwan EPA,2017,經濟部中小企業處、環新能源股份有限公司,燃料油使用(含90wt％ 生質燃料油，2015) | kl | 3140.0
煤油使用(2018),l,2.97,1,Taiwan EPA,2020,環境部,煤油使用(2018) | l | 2.97
煤油使用(2018),公升(l),2.97,1,MOENV CFP,2020,環境部,煤油使用(2018) | 公升(l) | 2.97
煤油使用(2019),l,2.98,1,Taiwan EPA,2021,環境部,煤油使用(2019) | l | 2.98
煤油使用(2019),公升(l),2.98,1,MOENV CFP,2021,環境部,煤油使用(2019) | 公升(l) | 2.98
煤油使用(2020),l,2.98,1,Taiwan EPA,2022,環境部,煤油使用(2020) | l | 2.98
煤油使用(2020),公升(l),2.98,1,MOENV CFP,2022,環境部,煤油使用(2020) | 公升(l) | 2.98
煤油使用(2021),l,2.91,1,Taiwan EPA,2023,環境部,煤油使用(2021) | l | 2.91
煤油使用(2021),公升(l),2.91,1,MOENV CFP,2023,環境部,煤油使用(2021) | 公升(l) | 2.91
煤焦油 / Coal Tar 固定燃燒排放係數,tj,81125.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煤焦油 / Coal Tar 固定燃燒排放係數 | tj | 81125.5
煤球 / Patent Fuel 固定燃燒排放係數,tj,97925.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煤球 / Patent Fuel 固定燃燒排放係數 | tj | 97925.5
煤（矽鐵或金屬矽)(Coal (for FeSi and Si-metal)) CO2排放係數（公噸/公噸還原劑）,t,3100.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煤（矽鐵或金屬矽)(Coal (for FeSi and Si-metal)) CO2排放係數（公噸/公噸還原劑） | t | 3100.0
熟料（Clinker） CO2（公噸/公噸熟料）,t,520.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,熟料（Clinker） CO2（公噸/公噸熟料） | t | 520.0
熱可塑性橡膠,kg,3.6,1,Taiwan EPA,2015,環境部,熱可塑性橡膠 | kg | 3.6
燃料油 / Residual Fuel Oil 固定燃燒排放係數,tj,77643.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,燃料油 / Residual Fuel Oil 固定燃燒排放係數 | tj | 77643.0
燃料油使用(含90wt％ 生質燃料油，2015),公秉(kl),3140.0,1,MOENV CFP,2017,經濟部中小企業處、環新能源股份有限公司,燃料油使用(含90wt％ 生質燃料油，2015) | 公秉(kl) | 3140.0
煤油使用(2017),l,2.98,1,Taiwan EPA,2019,環境部,煤油使用(2017) | l | 2.98
燃料油使用(蒸餘油/重油使用，2012),l,3.98,1,Taiwan EPA,2014,環境部,燃料油使用(蒸餘油/重油使用，2012) | l | 3.98
燃料油使用(蒸餘油/重油使用，2012),公升(l),3.98,1,MOENV CFP,2014,環境部,燃料油使用(蒸餘油/重油使用，2012) | 公升(l) | 3.98
燃料油使用(蒸餘油/重油使用，2013),l,4.02,1,Taiwan EPA,2015,環境部,燃料油使用(蒸餘油/重油使用，2013) | l | 4.02
燃料油使用(蒸餘油/重油使用，2013),公升(l),4.02,1,MOENV CFP,2015,環境部,燃料油使用(蒸餘油/重油使用，2013) | 公升(l) | 4.02
燃料油使用(蒸餘油/重油使用，2014),l,4.0,1,Taiwan EPA,2016,環境部,燃料油使用(蒸餘油/重油使用，2014) | l | 4.0
燃料油使用(蒸餘油/重油使用，2014),公升(l),4.0,1,MOENV CFP,2016,環境部,燃料油使用(蒸餘油/重油使用，2014) | 公升(l) | 4.0
燃料油使用(蒸餘油/重油使用，2015),l,4.0,1,Taiwan EPA,2017,環境部,燃料油使用(蒸餘油/重油使用，2015) | l | 4.0
燃料油使用(蒸餘油/重油使用，2015),公升(l),4.0,1,MOENV CFP,2017,環境部,燃料油使用(蒸餘油/重油使用，2015) | 公升(l) | 4.0
燃料油使用(蒸餘油/重油使用，2016),l,3.96,1,Taiwan EPA,2017,環境部,燃料油使用(蒸餘油/重油使用，2016) | l | 3.96
燃料油使用(蒸餘油/重油使用，2016),公升(l),3.96,1,MOENV CFP,2017,環境部,燃料油使用(蒸餘油/重油使用，2016) | 公升(l) | 3.96
燃料油使用(蒸餘油/重油使用，2017),l,3.96,1,Taiwan EPA,2019,環境部,燃料油使用(蒸餘油/重油使用，2017) | l | 3.96
燃料油使用(蒸餘油/重油使用，2017),公升(l),3.96,1,MOENV CFP,2019,環境部,燃料油使用(蒸餘油/重油使用，2017) | 公升(l) | 3.96
燃料油使用(蒸餘油/重油使用，2018),l,3.94,1,Taiwan EPA,2020,環境部,燃料油使用(蒸餘油/重油使用，2018) | l | 3.94
燃料油使用(蒸餘油/重油使用，2018),公升(l),3.94,1,MOENV CFP,2020,環境部,燃料油使用(蒸餘油/重油使用，2018) | 公升(l) | 3.94
煤油使用(2017),公升(l),2.98,1,MOENV CFP,2019,環境部,煤油使用(2017) | 公升(l) | 2.98
煤油使用(2016),公升(l),2.98,1,MOENV CFP,2018,環境部,煤油使用(2016) | 公升(l) | 2.98
潤滑油 / Lubricants 固定燃燒排放係數,tj,73543.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,潤滑油 / Lubricants 固定燃燒排放係數 | tj | 73543.0
煉焦煤 / Coking Coal 固定燃燒排放係數,tj,95025.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煉焦煤 / Coking Coal 固定燃燒排放係數 | tj | 95025.5
澆注成型 / 鑄造（All Casting Processes） SF6排放係數 （公噸 /公噸鎂）,t,1000.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,澆注成型 / 鑄造（All Casting Processes） SF6排放係數 （公噸 /公噸鎂） | t | 1000.0
濃硫酸,kg,0.289,1,Taiwan EPA,2023,環境部,濃硫酸 | kg | 0.289
瀝青 / Bitumen 固定燃燒排放係數,tj,80943.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,瀝青 / Bitumen 固定燃燒排放係數 | tj | 80943.0
瀝青鋪面用粒料(散裝),mt,4.72,1,Taiwan EPA,2016,中聯資源股份有限公司,瀝青鋪面用粒料(散裝) | mt | 4.72
瀝青鋪面用粒料(散裝),mt,9.56,1,Taiwan EPA,2022,中聯資源股份有限公司,瀝青鋪面用粒料(散裝) | mt | 9.56
瀝青鋪面用粒料(散裝),公噸(mt),4.72,1,MOENV CFP,2016,中聯資源股份有限公司,瀝青鋪面用粒料(散裝) | 公噸(mt) | 4.72
無煙煤 / Anthracite 固定燃燒排放係數,tj,98725.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,無煙煤 / Anthracite 固定燃燒排放係數 | tj | 98725.5
無線滑鼠,piece,3.76,1,Taiwan EPA,2017,環境部,無線滑鼠 | piece | 3.76
無線滑鼠,支,3.76,1,MOENV CFP,2017,環境部,無線滑鼠 | 支 | 3.76
焦炭 / 焦炭 / Coke / Coke Oven Coke and Lignite Coke 固定燃燒排放係數,tj,107425.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,焦炭 / 焦炭 / Coke / Coke Oven Coke and Lignite Coke 固定燃燒排放係數 | tj | 107425.5
焦炭（矽或矽鐵)(Coke (for Si and FeSi)) CO2排放係數（公噸/公噸還原劑）,t,-50.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,焦炭（矽或矽鐵)(Coke (for Si and FeSi)) CO2排放係數（公噸/公噸還原劑） | t | -50.0
焦炭（鐵錳或矽錳)(Coke (for FeMn and SiMn)) CO2排放係數（公噸/公噸還原劑）,t,-50.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,焦炭（鐵錳或矽錳)(Coke (for FeMn and SiMn)) CO2排放係數（公噸/公噸還原劑） | t | -50.0
焦爐氣 / Coke Oven Gas 固定燃燒排放係數,tj,44454.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,焦爐氣 / Coke Oven Gas 固定燃燒排放係數 | tj | 44454.5
煉油廠進料 / Refinery Feedstocks 固定燃燒排放係數,tj,73543.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煉油廠進料 / Refinery Feedstocks 固定燃燒排放係數 | tj | 73543.0
煙燻素火腿,條,1.9,1,Taiwan EPA,2019,儒慧實業有限公司,煙燻素火腿 | 條 | 1.9
煤油使用(2016),l,2.98,1,Taiwan EPA,2018,環境部,煤油使用(2016) | l | 2.98
煤氣焦碳 / Gas Coke 固定燃燒排放係數,tj,107054.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煤氣焦碳 / Gas Coke 固定燃燒排放係數 | tj | 107054.5
煤油 / Kerosene 移動燃燒 CO2 排放係數,tj,71900.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,煤油 / Kerosene 移動燃燒 CO2 排放係數 | tj | 71900.0
煤油(未燃燒，2018),l,0.403,1,Taiwan EPA,2020,環境部,煤油(未燃燒，2018) | l | 0.403
煤油(未燃燒，2018),公升(l),0.403,1,MOENV CFP,2020,環境部,煤油(未燃燒，2018) | 公升(l) | 0.403
煤油(未燃燒，2019),l,0.413,1,Taiwan EPA,2021,環境部,煤油(未燃燒，2019) | l | 0.413
煤油(未燃燒，2019),公升(l),0.413,1,MOENV CFP,2021,環境部,煤油(未燃燒，2019) | 公升(l) | 0.413
煤油(未燃燒，2020),l,0.411,1,Taiwan EPA,2022,環境部,煤油(未燃燒，2020) | l | 0.411
煤油(未燃燒，2020),公升(l),0.411,1,MOENV CFP,2022,環境部,煤油(未燃燒，2020) | 公升(l) | 0.411
煤油(未燃燒，2021),l,0.353,1,Taiwan EPA,2023,環境部,煤油(未燃燒，2021) | l | 0.353
煤油(未燃燒，2021),公升(l),0.353,1,MOENV CFP,2023,環境部,煤油(未燃燒，2021) | 公升(l) | 0.353
煤油使用(2014),l,3.02,1,Taiwan EPA,2016,環境部,煤油使用(2014) | l | 3.02
煤油使用(2014),公升(l),3.02,1,MOENV CFP,2016,環境部,煤油使用(2014) | 公升(l) | 3.02
煤油使用(2015),l,3.02,1,Taiwan EPA,2017,環境部,煤油使用(2015) | l | 3.02
煤油使用(2015),公升(l),3.02,1,MOENV CFP,2017,環境部,煤油使用(2015) | 公升(l) | 3.02
燃料油使用(蒸餘油/重油使用，2019),l,3.95,1,Taiwan EPA,2021,環境部,燃料油使用(蒸餘油/重油使用，2019) | l | 3.95
燃料油使用(蒸餘油/重油使用，2019),公升(l),3.95,1,MOENV CFP,2021,環境部,燃料油使用(蒸餘油/重油使用，2019) | 公升(l) | 3.95
燃料油使用(蒸餘油/重油使用，2020),l,3.95,1,Taiwan EPA,2022,環境部,燃料油使用(蒸餘油/重油使用，2020) | l | 3.95
甲烷（Methane） / CH4 溫暖化潛勢,kg,28.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,甲烷（Methane） / CH4 溫暖化潛勢 | kg | 28.0
特製液糖(20公噸),公噸(mt),7.03,1,MOENV CFP,2014,台灣糖業公司,特製液糖(20公噸) | 公噸(mt) | 7.03
猴頭菇素火腿,條,2.0,1,Taiwan EPA,2019,儒慧實業有限公司,猴頭菇素火腿 | 條 | 2.0
玻璃容器,kg,1.15,1,Taiwan EPA,2022,環境部,玻璃容器 | kg | 1.15
玻璃纖維（絕緣）(Fiberglass (Insulation)) CO2排放係數（公噸/公噸玻璃）,t,250.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,玻璃纖維（絕緣）(Fiberglass (Insulation)) CO2排放係數（公噸/公噸玻璃） | t | 250.0
玻璃纖維（電子級）(Fiberglass (E-glass)) CO2排放係數（公噸/公噸玻璃）,t,190.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,玻璃纖維（電子級）(Fiberglass (E-glass)) CO2排放係數（公噸/公噸玻璃） | t | 190.0
玻璃（Glass） CO2（公噸/公噸玻璃）,t,200.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,玻璃（Glass） CO2（公噸/公噸玻璃） | t | 200.0
環保抽取式擦手紙巾,包,0.739,1,Taiwan EPA,2020,正隆股份有限公司竹北廠,環保抽取式擦手紙巾 | 包 | 0.739
環保抽取式衛生紙,包,0.279,1,Taiwan EPA,2020,正隆股份有限公司竹北廠,環保抽取式衛生紙 | 包 | 0.279
瓶裝水（600ml，PET包裝）,瓶,0.14,1,Taiwan EPA,2019,名牌食品股份有限公司,瓶裝水（600ml，PET包裝） | 瓶 | 0.14
