_name_key,_unit_key,_factor_key,duplicate_group_rows,duplicate_sources,duplicate_years,duplicate_source_depts,duplicate_group_key
輕質鋅氧粉,kg,2.02138,2,MOENV CFP | Taiwan EPA,2014,環境部,輕質鋅氧粉 | kg | 2.02138
軋延小鋼胚,kg,2.422,2,MOENV CFP | Taiwan EPA,2013,中國鋼鐵股份有限公司,軋延小鋼胚 | kg | 2.422
環氧氯丙烷(丙烯氯化製程),kg,6.88,2,MOENV CFP | Taiwan EPA,2018,環境部,環氧氯丙烷(丙烯氯化製程) | kg | 6.88
環氧樹脂,kg,3.02,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,環氧樹脂 | kg | 3.02
環氧乙烷,kg,2.89,2,MOENV CFP | Taiwan EPA,2018,經濟部工業局,環氧乙烷 | kg | 2.89
車用汽油(未燃燒，2022),公升(l),0.6078,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,車用汽油(未燃燒，2022) | 公升(l) | 0.6078
環保抽取式衛生紙,包,0.32,2,MOENV CFP | Taiwan EPA,2017,正隆股份有限公司竹北廠,環保抽取式衛生紙 | 包 | 0.32
碳酸鈉,kg,1.9,2,MOENV CFP | Taiwan EPA,2016,經濟部工業局,碳酸鈉 | kg | 1.9
環保抽取式擦手紙巾,包,0.65,2,MOENV CFP | Taiwan EPA,2017,正隆股份有限公司竹北廠,環保抽取式擦手紙巾 | 包 | 0.65
廢溶劑蒸餾回收處理服務,kg,0.21,2,MOENV CFP | Taiwan EPA,2015,環境部,廢溶劑蒸餾回收處理服務 | kg | 0.21
瑪琪琳,kg,3.07,2,MOENV CFP | Taiwan EPA,2019,衛生福利部食品藥物管理署,瑪琪琳 | kg | 3.07
球化線材盤元,kg,2.91,2,MOENV CFP | Taiwan EPA,2013,中國鋼鐵股份有限公司,球化線材盤元 | kg | 2.91
過磷酸鈣,kg,0.847,2,MOENV CFP | Taiwan EPA,2017,環境部,過磷酸鈣 | kg | 0.847
瓶裝水(1500ml，PET包裝),瓶,0.25,2,MOENV CFP | Taiwan EPA,2018,味丹企業股份有限公司,瓶裝水(1500ml，PET包裝) | 瓶 | 0.25
道林紙,kg,1.46,2,MOENV CFP | Taiwan EPA,2018,環境部,道林紙 | kg | 1.46
尿素,kg,1.65,2,MOENV CFP | Taiwan EPA,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,尿素 | kg | 1.65
密級配瀝青混凝土(混和料比例1.4％),kg,0.0924,2,MOENV CFP | Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,密級配瀝青混凝土(混和料比例1.4％) | kg | 0.0924
密級配瀝青混凝土(混和料比例1.9％),kg,0.0968,2,MOENV CFP | Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,密級配瀝青混凝土(混和料比例1.9％) | kg | 0.0968
密級配瀝青混凝土(混和料比例2.9％),kg,0.129,2,MOENV CFP | Taiwan EPA,2020,公路總局西部濱海公路南區臨時工程處,密級配瀝青混凝土(混和料比例2.9％) | kg | 0.129
寶特瓶瓶身,kg,4.32,2,MOENV CFP | Taiwan EPA,2019,環境部,寶特瓶瓶身 | kg | 4.32
碳酸氫鈉,kg,2.13,2,MOENV CFP | Taiwan EPA,2014,經濟部工業局,碳酸氫鈉 | kg | 2.13
瓶裝水（330ml，PET包裝）,瓶,0.15,2,MOENV CFP | Taiwan EPA,2019,名牌食品股份有限公司,瓶裝水（330ml，PET包裝） | 瓶 | 0.15
對二甲苯/鄰二甲苯,kg,1.81,2,MOENV CFP | Taiwan EPA,2016,環境部,對二甲苯/鄰二甲苯 | kg | 1.81
對苯二甲酸,kg,1.76,2,MOENV CFP | Taiwan EPA,2016,環境部,對苯二甲酸 | kg | 1.76
對苯二甲酸(PTA),kg,1.87,2,MOENV CFP | Taiwan EPA,2022,環境部,對苯二甲酸(PTA) | kg | 1.87
小麥粉,kg,0.72,2,MOENV CFP | Taiwan EPA,2015,環境部,小麥粉 | kg | 0.72
尿素甲醛樹脂(65％固形物),kg,1.62,2,MOENV CFP | Taiwan EPA,2016,環境部,尿素甲醛樹脂(65％固形物) | kg | 1.62
廢(污)水處理服務(羅東地區水資源回收中心),m3,0.3,2,MOENV CFP | Taiwan EPA,2017,山林水環境工程股份有限公司,廢(污)水處理服務(羅東地區水資源回收中心) | m3 | 0.3
山穀米(台梗4號),包,5.5,2,MOENV CFP | Taiwan EPA,2017,東里碾米工廠,山穀米(台梗4號) | 包 | 5.5
工業用水（韓國，1998）,kg,0.000102,2,MOENV CFP | Taiwan EPA,2018,－－－,工業用水（韓國，1998） | kg | 0.000102
己內醯胺,kg,3.39,2,MOENV CFP | Taiwan EPA,2016,環境部,己內醯胺 | kg | 3.39
瓶裝水（1500ml，PET包裝）,瓶,0.27,2,MOENV CFP | Taiwan EPA,2019,名牌食品股份有限公司,瓶裝水（1500ml，PET包裝） | 瓶 | 0.27
瓶裝水(2000ml，PET包裝),瓶,0.368,2,MOENV CFP | Taiwan EPA,2018,味丹企業股份有限公司,瓶裝水(2000ml，PET包裝) | 瓶 | 0.368
邏輯積體電路,kg,732.0,2,MOENV CFP | Taiwan EPA,2018,經濟部工業局,邏輯積體電路 | kg | 732.0
平板玻璃,kg,1.12,2,MOENV CFP | Taiwan EPA,2016,環境部,平板玻璃 | kg | 1.12
平面顯示器用玻璃基板,kg,5.86,2,MOENV CFP | Taiwan EPA,2014,環境部,平面顯示器用玻璃基板 | kg | 5.86
廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠),m3,0.3,2,MOENV CFP | Taiwan EPA,2020,惠民實業股份有限公司,廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠) | m3 | 0.3
廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),m3,0.553,2,MOENV CFP | Taiwan EPA,2020,中欣行股份有限公司,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠) | m3 | 0.553
茶葉蛋,包,2.4,2,MOENV CFP | Taiwan EPA,2019,金嘉隆企業有限公司,茶葉蛋 | 包 | 2.4
苯胺,kg,5.19,2,MOENV CFP | Taiwan EPA,2016,經濟部工業局,苯胺 | kg | 5.19
苯甲酸,kg,1.84,2,MOENV CFP | Taiwan EPA,2018,經濟部工業局,苯甲酸 | kg | 1.84
素火腿,條,2.37,2,MOENV CFP | Taiwan EPA,2016,台南市政府環境保護局,素火腿 | 條 | 2.37
經典台灣啤酒(330 ml，收縮膜6罐裝),組,1.29,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒(330 ml，收縮膜6罐裝) | 組 | 1.29
經典台灣啤酒(330 ml，紙箱24罐裝),箱,5.14,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒(330 ml，紙箱24罐裝) | 箱 | 5.14
經典台灣啤酒(330 ml，紙箱24罐裝),罐,0.21,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒(330 ml，紙箱24罐裝) | 罐 | 0.21
聚酯棉,kg,4.17,2,MOENV CFP | Taiwan EPA,2016,環境部,聚酯棉 | kg | 4.17
液化石油氣(於固定源使用，2022),公升(l),2.21,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,液化石油氣(於固定源使用，2022) | 公升(l) | 2.21
聚酯半延伸絲,kg,4.14,2,MOENV CFP | Taiwan EPA,2015,環境部,聚酯半延伸絲 | kg | 4.14
聚酯加工絲,kg,5.04,2,MOENV CFP | Taiwan EPA,2015,環境部,聚酯加工絲 | kg | 5.04
聚碳酸酯樹脂（非光氣法）,kg,4.601,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,聚碳酸酯樹脂（非光氣法） | kg | 4.601
聚碳酸酯樹脂(光氣法),kg,5.184,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,聚碳酸酯樹脂(光氣法) | kg | 5.184
聚碳酸酯(非光氣法，一般級),kg,9.42,2,MOENV CFP | Taiwan EPA,2014,經濟部工業局,聚碳酸酯(非光氣法，一般級) | kg | 9.42
聚甲醛,kg,1.723,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,聚甲醛 | kg | 1.723
聚甲基丙烯酸甲酯,kg,7.5357,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,聚甲基丙烯酸甲酯 | kg | 7.5357
煤油(未燃燒，2022),公升(l),0.3575,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,煤油(未燃燒，2022) | 公升(l) | 0.3575
液化石油氣(未燃燒，2022),公升(l),0.4559,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,液化石油氣(未燃燒，2022) | 公升(l) | 0.4559
液化石油氣（未燃燒，泰國，2008）,kg,0.412,2,MOENV CFP | Taiwan EPA,2018,－－－,液化石油氣（未燃燒，泰國，2008） | kg | 0.412
液化石油氣（未燃燒，韓國，2006）,kg,0.394,2,MOENV CFP | Taiwan EPA,2018,－－－,液化石油氣（未燃燒，韓國，2006） | kg | 0.394
液態氧，99.99995％,kg,1.44,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,液態氧，99.99995％ | kg | 1.44
液氧,kg,0.39,2,MOENV CFP | Taiwan EPA,2015,環境部,液氧 | kg | 0.39
液氯,kg,1.39,2,MOENV CFP | Taiwan EPA,2016,環境部,液氯 | kg | 1.39
聚氯乙烯粉(微懸浮乳化粉),kg,2.449,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,聚氯乙烯粉(微懸浮乳化粉) | kg | 2.449
聚氯乙烯(膠膜，膠布，電線電纜用),kg,2.21,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,聚氯乙烯(膠膜，膠布，電線電纜用) | kg | 2.21
聚氯乙烯(均一粉),kg,2.851,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,聚氯乙烯(均一粉) | kg | 2.851
混凝土及水泥砂漿用水淬高爐爐碴粉(太空袋裝),袋,59.3,2,MOENV CFP | Taiwan EPA,2022,中聯資源股份有限公司,混凝土及水泥砂漿用水淬高爐爐碴粉(太空袋裝) | 袋 | 59.3
經典台灣啤酒 (330 ml，收縮膜6罐裝),罐,0.21,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒 (330 ml，收縮膜6罐裝) | 罐 | 0.21
聚酯粒,kg,3.74,2,MOENV CFP | Taiwan EPA,2016,環境部,聚酯粒 | kg | 3.74
苯乙烯單體,kg,2.17,2,MOENV CFP | Taiwan EPA,2017,環境部,苯乙烯單體 | kg | 2.17
素沙茶醬,kg,1.58,2,MOENV CFP | Taiwan EPA,2017,衛生福利部食品藥物管理署,素沙茶醬 | kg | 1.58
洗碗精（1000ml）,瓶,2.0,2,MOENV CFP | Taiwan EPA,2018,德大生技有限公司,洗碗精（1000ml） | 瓶 | 2.0
洗衣粉,kg,1.34,2,MOENV CFP | Taiwan EPA,2017,清淨海生技股份有限公司,洗衣粉 | kg | 1.34
洗衣粉,盒,3.8,2,MOENV CFP | Taiwan EPA,2018,德大生技有限公司,洗衣粉 | 盒 | 3.8
洗髮精（1000ml）,瓶,28.5,2,MOENV CFP | Taiwan EPA,2018,歐萊德國際股份有限公司、昇宏國際企業股份有限公司,洗髮精（1000ml） | 瓶 | 28.5
活性沸石,kg,3.47,2,MOENV CFP | Taiwan EPA,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,活性沸石 | kg | 3.47
紙棧板,kg,1.23,2,MOENV CFP | Taiwan EPA,2017,環境部,紙棧板 | kg | 1.23
海苔,包,0.075,2,MOENV CFP | Taiwan EPA,2020,環境部,海苔 | 包 | 0.075
自充填混凝土(350kgf/cm2),m3,367.0,2,MOENV CFP | Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,自充填混凝土(350kgf/cm2) | m3 | 367.0
紙盤,kg,1.89,2,MOENV CFP | Taiwan EPA,2019,環境部,紙盤 | kg | 1.89
液化天然氣（未燃燒，韓國，2006）,kg,0.595,2,MOENV CFP | Taiwan EPA,2018,－－－,液化天然氣（未燃燒，韓國，2006） | kg | 0.595
自充填混凝土(280kgf/cm2),m3,335.0,2,MOENV CFP | Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,自充填混凝土(280kgf/cm2) | m3 | 335.0
脫墨紙漿(再生料),kg,1.464,2,MOENV CFP | Taiwan EPA,2014,環境部,脫墨紙漿(再生料) | kg | 1.464
背銀漿,kg,13.0,2,MOENV CFP | Taiwan EPA,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司、臺灣賀利氏材料科技股份有限公司,背銀漿 | kg | 13.0
紙碗,kg,1.91,2,MOENV CFP | Taiwan EPA,2019,環境部,紙碗 | kg | 1.91
聚醯胺絲,kg,8.81,2,MOENV CFP | Taiwan EPA,2015,環境部,聚醯胺絲 | kg | 8.81
聚醯胺粒,kg,7.1,2,MOENV CFP | Taiwan EPA,2015,環境部,聚醯胺粒 | kg | 7.1
聚醯胺樹脂（脂肪酸型）,kg,2.186,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,聚醯胺樹脂（脂肪酸型） | kg | 2.186
聚醯胺樹脂（二聚酸型）,kg,3.622,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,聚醯胺樹脂（二聚酸型） | kg | 3.622
聚醯胺接著劑,kg,3.61,2,MOENV CFP | Taiwan EPA,2016,環境部,聚醯胺接著劑 | kg | 3.61
聚醯胺66(尼龍66),kg,7.21,2,MOENV CFP | Taiwan EPA,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,聚醯胺66(尼龍66) | kg | 7.21
聚醯胺6,kg,3.83,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,聚醯胺6 | kg | 3.83
聚酯纖維棉(已精梳，供紡織用),kg,4.52,2,MOENV CFP | Taiwan EPA,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,聚酯纖維棉(已精梳，供紡織用) | kg | 4.52
聚酯纖維(短纖，直紡),kg,5.0,2,MOENV CFP | Taiwan EPA,2017,環境部,聚酯纖維(短纖，直紡) | kg | 5.0
聚氯乙烯(PVC)合成皮（壓延製程，未使用基布）,kg,3.37,2,MOENV CFP | Taiwan EPA,2018,環境部,聚氯乙烯(PVC)合成皮（壓延製程，未使用基布） | kg | 3.37
聚氯乙烯(PVC)合成皮（壓延製程，使用基布）,kg,4.19,2,MOENV CFP | Taiwan EPA,2018,環境部,聚氯乙烯(PVC)合成皮（壓延製程，使用基布） | kg | 4.19
聚氯乙烯(PVC)合成皮（塗佈製程）,kg,5.71,2,MOENV CFP | Taiwan EPA,2018,環境部,聚氯乙烯(PVC)合成皮（塗佈製程） | kg | 5.71
聚氯乙烯,kg,3.02,2,MOENV CFP | Taiwan EPA,2021,環境部,聚氯乙烯 | kg | 3.02
烤酥油 (2 L),瓶,3.07,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣糖業股份有限公司小港廠,烤酥油 (2 L) | 瓶 | 3.07
烤酥油 (3 L),瓶,4.42,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣糖業股份有限公司小港廠,烤酥油 (3 L) | 瓶 | 4.42
烤酥油（18L）,桶,30.0,2,MOENV CFP | Taiwan EPA,2019,環境部、台灣糖業股份有限公司小港廠,烤酥油（18L） | 桶 | 30.0
烤酥油（2L）,瓶,3.4,2,MOENV CFP | Taiwan EPA,2019,環境部、台灣糖業股份有限公司小港廠,烤酥油（2L） | 瓶 | 3.4
焊帶(太陽光電模組材料),kg,12.0,2,MOENV CFP | Taiwan EPA,2023,經濟部標準檢驗局,焊帶(太陽光電模組材料) | kg | 12.0
無收縮混凝土(420kgf/cm2),m3,493.0,2,MOENV CFP | Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,無收縮混凝土(420kgf/cm2) | m3 | 493.0
聚丙烯(PP),kg,2.01,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,聚丙烯(PP) | kg | 2.01
無磷無氧銅塊,kg,4.77,2,MOENV CFP | Taiwan EPA,2018,環境部,無磷無氧銅塊 | kg | 4.77
經典台灣啤酒(500 ml，紙箱24罐裝),罐,0.32,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒(500 ml，紙箱24罐裝) | 罐 | 0.32
經典台灣啤酒(600 ml，玻璃瓶裝),瓶,0.33,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒(600 ml，玻璃瓶裝) | 瓶 | 0.33
無鉛銲錫,kg,7.8496,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,無鉛銲錫 | kg | 7.8496
聚丁二烯橡膠,kg,2.86,2,MOENV CFP | Taiwan EPA,2014,經濟部工業局,聚丁二烯橡膠 | kg | 2.86
耐衝擊聚苯乙烯(HIPS),kg,2.72,2,MOENV CFP | Taiwan EPA,2016,環境部,耐衝擊聚苯乙烯(HIPS) | kg | 2.72
綠茶(250ml，鋁箔包裝),包,0.09,2,MOENV CFP | Taiwan EPA,2016,統一企業股份有限公司,綠茶(250ml，鋁箔包裝) | 包 | 0.09
纖維水泥板/矽酸鈣板,kg,1.12,2,MOENV CFP | Taiwan EPA,2014,環境部,纖維水泥板/矽酸鈣板 | kg | 1.12
焦糖烤布丁,piece,0.34,2,MOENV CFP | Taiwan EPA,2016,台南市政府環境保護局、紅磚布丁,焦糖烤布丁 | piece | 0.34
緩衝材料組裝用熱熔膠,kg,3.41,2,MOENV CFP | Taiwan EPA,2017,環境部,緩衝材料組裝用熱熔膠 | kg | 3.41
線材盤元,kg,2.708,2,MOENV CFP | Taiwan EPA,2013,中國鋼鐵股份有限公司,線材盤元 | kg | 2.708
綠茶(300ml，鋁箔包裝),包,0.1,2,MOENV CFP | Taiwan EPA,2016,統一企業股份有限公司,綠茶(300ml，鋁箔包裝) | 包 | 0.1
煙燻素火腿,條,2.59,2,MOENV CFP | Taiwan EPA,2016,台南市政府環境保護局,煙燻素火腿 | 條 | 2.59
線性低密度聚乙烯(LLDPE),kg,2.01,2,MOENV CFP | Taiwan EPA,2016,環境部,線性低密度聚乙烯(LLDPE) | kg | 2.01
綠茶（300ml，鋁箔包裝）,包,0.12,2,MOENV CFP | Taiwan EPA,2018,統一企業股份有限公司,綠茶（300ml，鋁箔包裝） | 包 | 0.12
綠茶（250ml，鋁箔包裝）,包,0.11,2,MOENV CFP | Taiwan EPA,2018,統一企業股份有限公司,綠茶（250ml，鋁箔包裝） | 包 | 0.11
烤酥油 (18 kg),桶,30.5,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣糖業股份有限公司小港廠,烤酥油 (18 kg) | 桶 | 30.5
烤酥油 (18 L),桶,27.5,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣糖業股份有限公司小港廠,烤酥油 (18 L) | 桶 | 27.5
烤番薯,盒,0.656,2,MOENV CFP | Taiwan EPA,2018,台南市環境保護局,烤番薯 | 盒 | 0.656
潤滑油(未燃燒，2019),kg,1.02,2,MOENV CFP | Taiwan EPA,2021,環境部,潤滑油(未燃燒，2019) | kg | 1.02
聚氨基甲酸脂合成皮(濕式法),kg,8.3,2,MOENV CFP | Taiwan EPA,2015,環境部,聚氨基甲酸脂合成皮(濕式法) | kg | 8.3
聚氨基甲酸脂合成皮(乾式法),kg,8.7,2,MOENV CFP | Taiwan EPA,2015,環境部,聚氨基甲酸脂合成皮(乾式法) | kg | 8.7
清麻油(300 ml),瓶,1.38,2,MOENV CFP | Taiwan EPA,2016,台南市政府環境保護局,清麻油(300 ml) | 瓶 | 1.38
清麻油(500 ml),瓶,2.54,2,MOENV CFP | Taiwan EPA,2016,台南市政府環境保護局,清麻油(500 ml) | 瓶 | 2.54
溫度米(台梗16號),包,3.0,2,MOENV CFP | Taiwan EPA,2020,環境部,溫度米(台梗16號) | 包 | 3.0
漂白脫墨紙漿,kg,0.6033,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,漂白脫墨紙漿 | kg | 0.6033
聚氨基甲酸乙酯樹脂,kg,3.17,2,MOENV CFP | Taiwan EPA,2015,環境部,聚氨基甲酸乙酯樹脂 | kg | 3.17
聚對苯二甲酸乙二酯(PET),kg,2.74,2,MOENV CFP | Taiwan EPA,2022,環境部,聚對苯二甲酸乙二酯(PET) | kg | 2.74
潤滑油(未燃燒，2017),kg,1.05,2,MOENV CFP | Taiwan EPA,2019,環境部,潤滑油(未燃燒，2017) | kg | 1.05
潤滑油(未燃燒，2018),kg,1.02,2,MOENV CFP | Taiwan EPA,2020,環境部,潤滑油(未燃燒，2018) | kg | 1.02
潤滑油(未燃燒，2020),kg,1.09,2,MOENV CFP | Taiwan EPA,2022,環境部,潤滑油(未燃燒，2020) | kg | 1.09
烏龍麵,包,1.85,2,MOENV CFP | Taiwan EPA,2017,合進商行關廟廠、臺南市政府環境保護局,烏龍麵 | 包 | 1.85
潤滑油(未燃燒，2021),kg,1.09,2,MOENV CFP | Taiwan EPA,2023,環境部,潤滑油(未燃燒，2021) | kg | 1.09
潤滑油(未燃燒，2022),kg,1.09,2,MOENV CFP | Taiwan EPA/MOE,2025,環境部氣候變遷署,潤滑油(未燃燒，2022) | kg | 1.09
聚對苯二甲酸乙二酯 (PET),kg,2.35,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,聚對苯二甲酸乙二酯 (PET) | kg | 2.35
聚對苯二甲酸丁二酯(PBT),kg,2.6,2,MOENV CFP | Taiwan EPA,2017,經濟部工業局,聚對苯二甲酸丁二酯(PBT) | kg | 2.6
濃硫酸,kg,0.354,2,MOENV CFP | Taiwan EPA,2018,環境部,濃硫酸 | kg | 0.354
聚乙烯醇,kg,3.67,2,MOENV CFP | Taiwan EPA,2017,環境部,聚乙烯醇 | kg | 3.67
聚乙二醇(PEG),kg,1.75,2,MOENV CFP | Taiwan EPA,2017,經濟部工業局,聚乙二醇(PEG) | kg | 1.75
聚丙烯腈棉,kg,4.76,2,MOENV CFP | Taiwan EPA,2016,環境部,聚丙烯腈棉 | kg | 4.76
經典台灣啤酒(500 ml，紙箱24罐裝),箱,7.64,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,經典台灣啤酒(500 ml，紙箱24罐裝) | 箱 | 7.64
炊粉,kg,0.57,2,MOENV CFP | Taiwan EPA,2015,新華米粉廠有限公司,炊粉 | kg | 0.57
洗潔精(965ml),瓶,1.32,2,MOENV CFP | Taiwan EPA,2020,耐斯企業股份有限公司,洗潔精(965ml) | 瓶 | 1.32
洗潔精(4830ml),瓶,5.94,2,MOENV CFP | Taiwan EPA,2020,耐斯企業股份有限公司,洗潔精(4830ml) | 瓶 | 5.94
洗手乳（1000ml）,瓶,1.6,2,MOENV CFP | Taiwan EPA,2019,歐萊德國際股份有限公司,洗手乳（1000ml） | 瓶 | 1.6
氫化石油樹脂,kg,2.73,2,MOENV CFP | Taiwan EPA,2017,環境部,氫化石油樹脂 | kg | 2.73
棉花(未粗疏或精梳),kg,1.47,2,MOENV CFP | Taiwan EPA,2019,財團法人工業技術研究院,棉花(未粗疏或精梳) | kg | 1.47
標籤紙(PET),piece,0.0135,2,MOENV CFP | Taiwan EPA,2023,環境部,標籤紙(PET) | piece | 0.0135
橄欖洗髮精（1000ml）,瓶,30.0,2,MOENV CFP | Taiwan EPA,2018,昇宏國際企業股份有限公司,橄欖洗髮精（1000ml） | 瓶 | 30.0
熱軋粗鋼捲,kg,2.308,2,MOENV CFP | Taiwan EPA,2013,中國鋼鐵股份有限公司,熱軋粗鋼捲 | kg | 2.308
熱軋竹節鋼筋(不分型號),kg,0.919,2,MOENV CFP | Taiwan EPA,2017,公路總局蘇花公路改善工程處,熱軋竹節鋼筋(不分型號) | kg | 0.919
次氯酸鈉(工業用),kg,0.51,2,MOENV CFP | Taiwan EPA,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,次氯酸鈉(工業用) | kg | 0.51
正銀漿,kg,18.2,2,MOENV CFP | Taiwan EPA,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司、臺灣賀利氏材料科技股份有限公司,正銀漿 | kg | 18.2
歪頭奶瓶(240ml),piece,3.16,2,MOENV CFP | Taiwan EPA,2016,春池玻璃實業有限公司,歪頭奶瓶(240ml) | piece | 3.16
熱軋竹節鋼筋(SD420W),kg,0.901,2,MOENV CFP | Taiwan EPA,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,熱軋竹節鋼筋(SD420W) | kg | 0.901
熱軋竹節鋼筋(SD280W),kg,0.874,2,MOENV CFP | Taiwan EPA,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,熱軋竹節鋼筋(SD280W) | kg | 0.874
